id	sim	sent_1	sent_2
MSRpar#SP329	3.6	جاء في تقرير مؤسسة جارتنر أن شحنات المعدات لشركة (دبليو ال آ اى )العالمية حققت مبلغ  19.5 مليونا في العام الماضي، أي بزيادة قدرها 120 في المئة عن أعوام 2001،في 8.9 مليون وحدة.	"بلغ إجمالي الشحنات 19.5 مليون وحدة في العام الماضي، مقارنة مع 8.9 مليون وحدة في عام 2001.
MSRpar#SP33	3.000	بدأت الشرطة يوم السبت مطاردة دولية لشيفون بنينجتون ، بعد أن هربت مع توبي البالغ من العمر 31 عاما.	اختفت صباح يوم السبت شيفون بنينجتون ، بعد الترتيب للقاء مع توبي البالغ من العمر 31 عاما.
MSRpar#SP330	3.800	قام فريق ميتس في نيويورك باختيار لاعب الدفاع لاستينج ميلدج من مدرسة لاكوود رانش الثانوية في ولاية فلوريدا.	ضم فريق ميتس اللاعب لا ستينج ميلدج، وهو لاعب دفاع من ولاية فلوريدا، بموافقة ال 12 لاعب.
MSRpar#SP331	4.400	الآن، مع آخر ثلاث مكوكات تابعة للوكالة ،والمتجمعة  عقب كارثة كولومبيا، يمكن أن يكون هذا الانتظار لفترة أطول.	في أعقاب حادث كولومبيا والذي خلف ثلاث مكوكات متبقية ، يجب على المجندين الجدد الانتظار لفترة أطول.
MSRpar#SP332	3.000	بريمر (61 عاما) عمل كمساعد لمرة واحدة ،لوزراء سابقين للدولة مثل وليام روجرز وهنري كيسنجر، كما كان سفيرا على مستوى عال لمكافحة الإرهاب من العام  1986إلى عام 1989.	بريمر (61 عاما) هو مساعد سابق لوزراء سابقين للدولة مثل وليام روجرز وهنري كيسنجر.
MSRpar#SP333	3.800	روي مور، رئيس القضاة في المحكمة العليا الموقوف في ولاية ألاباما، مثل يوم الأربعاء كمتهم ، في نفس قاعة المحكمة التي كان يترأسها مؤخرا ، ولكنه غير نادم .	"مور، رئيس القضاة الموقوف في المحكمة العليا لولاية ألاباما، يمثل للمحاكمة أمام السلطة القضائية لمحكمة ألاباما .
MSRpar#SP334	3	قفزمتوسط مؤشر داو جونز الصناعي (أسهم الشركات الأمريكية الكبرى )مقدار 164 نقطة أو 1.91 في المئة، ليصل إلى  8،765.38، محققا أعلى مستوياته منذ منتصف شهركانون الثاني.	حافظ متوسط مؤشر داو جونزالصناعي ( أسهم الشركات الأمريكية الكبرى) على 97 نقطة، أو 1.14 في المئة ليصل إلى  8.699.
MSRpar#SP335	4.25	اتهم براينت في مذكرة اعتقال ،في 30 يونيو ،بالاعتداء على امرأة في أحد الفنادق .	وفقا لما جاء في مذكرة الاعتقال،فقد قام براينت (24 عاما) بالاعتداء على امرأة في 30 يونيو.
MSRpar#SP336	1.273	لم يتم الاعتراف بسيناتور فلوريدا ، بوب جراهام ،استنادا إلى 61 في المئة ممن شملهم الاستطلاع.	استنادا إلى66 في المئة من الذين شملهم الاستطلاع ، فقد كان وضع كيري إيجابيا ، حيث حصل على  نسبة 57 في المئة كرتبة عميد .
MSRpar#SP337	1	ارتفع مؤشر  ستاندرد اند بورز500 الأوسع نطاقا ،بمقدار 3.47 نقطة أو 0.36 في المئة ليصل إلى 977.59.	انخفض مؤشر ناسداك كومبوزت لأسهم التكنولوجيا الفائقة لادن بمقدار 8 نقاط، أو 0.45 في المئة ، ليصل إلى 1645.
MSRpar#SP338	3	كانت النتيجة أنه حطم 24 لاعبا الرقم القياسي في الجولة الأولى.	حطم أربعة وعشرون لاعبا الرقم القياسي في الجولة الأولى، وهو أعلى ثالث رقم في تاريخ بطولة الولايات المتحدة المفتوحة .
MSRpar#SP339	4	وفقا لمتحدثة باسم شركة أوراكل: لم يتم طرح تلك المحادثات اعتبارا من ليلة الثلاثاء	وفقا لمتحدثة باسم شركة أوراكل : لم يتم طرح تلك المحادثات .
MSRpar#SP34	4.8	يقول المحامون وغيرهم ممن هم على دراية بالتحقيق الفيدرالي: يبقى التركيز على كامبل، على الرغم من أن النيابة العامة رفضت مناقشة التحقيق.	يقول المحامون وغيرهم ممن هم على دراية بالتحقيق أن التركيزلا يزال على كامبل ، في حين يرفض المدعون الفيدراليون مناقشة التحقيق .
MSRpar#SP340	3.5	احتشد أصدقاء روبرت دي نيرو بالأمس حوله، بعد أن تم تشخيص حالته بأنه مصاب بسرطان البروستاتا.	قال متحدث باسم نجم هوليود ،روبرت دي نيرو اليوم ،أنه تم تشخيصه حالته بوجود سرطان البروستاتا.
MSRpar#SP341	4	أوقفتسل سلتا كل من البرتسونس و رالف كروجر عمالها ، كرد على ذلك.	أوقفت سلسلة رالف كروجروسلسة البرتسونس على الفور عمال البقالة التابعين لها إظهارا للتضامن.
MSRpar#SP342	3.25	حاولت تايوان على مدار سبع سنوات الحصول على منصب مراقب للأمم المتحدة التابعة لمنظمة الصحة العالمية ، ولكن تم الرفض مرة أخرى في مؤتمرها السنوي في جنيف في تاريخ 19 مارس .	سعت على مدار سبع سنوات للحصول على منصب مراقب ، ولكن طلبها قبل بالرفض مرة أخرى ، في 19 مايو ،في مؤتمر منظمة الصحة العالمية السنوي في جنيف.
MSRpar#SP343	2	انخفض مؤشر ناسداك كومبوزت لأسهم التكنولوجيا المعبأة <أسهم التكنولوجيا>بمقدار 37.78 نقطة أو 1.94 في المئة لتصل إلى 1،912.36.	هبط مؤشر ناسداك كومبوزت بمقدار 2.95، أو 0.2 في المئة، خلال الأسبوع ليصل إلى  1،912.36 بعد عثرة بمقدار 37.78 يوم أمس.
MSRpar#SP344	1	أغلقت أسهم المنظمة على نسبة 10.93 دولار، بانخفاض 28 سنتا ،في تداولات الإثنين في بورصة ناسداك.	أغلقت أسهم ( آي بي إم )على نسبة 1.75 دولار، أو 2.11 في المئة ، لتصل إلى 84.50 دولار في سوق نيويورك للأوراق المالية.
MSRpar#SP345	3	صرحت وزارة الصحة يوم الجمعة ،أن رجلا من مقاطعة واشنطن ، يمكن أن يكون  أول حالة بشرية  في البلاد  لفيروس غرب النيل.	تم تأكيد وجود الحالة الأولى والوحيدة من البشر لفيروس غرب النيل هذا العام ،من  قبل مسؤولي الصحة في 8 سبتمبر .
MSRpar#SP346	2.6	قال كريستين إيوان ،الرئيس التنفيذي للمركز الوطني لسرطان الثدي :أنه من السابق لأوانه تقدير حجم المخاطر التي تتعرض لها النساء.	قال كريستين إيوان ،الرئيس التنفيذي للمركز الوطني لسرطان الثدي :ليس هناك داع للذعر .
MSRpar#SP347	2.6	استقال كل من برندسيل والمدير المالي فون كلارك في9 يونيو.	تقاعد الرئيس التنفيذي للشركة  ، بينما استقال المدير المالي.
MSRpar#SP348	4.6	يقول الحزب الوطني أنه لن يكون هناك خصخصة ولا أقساط بشأن الرعاية الصحية .	جدد الديمقراطيون الجدد أيضا التزامهم بعدم وجود خصخصة  أو أي اقساط بشأن الرعاية الصحية .
MSRpar#SP349	3.2	لكن (ج. ت) كان حريصا على توضيح أنه "لا يوجد أي شيء مؤكد حتى الآن حول نتائج المناقشة ."	ومع ذلك، نحن لسنا متأكدين حتى اللآن من نتائج المناقشات
MSRpar#SP35	2.5	سجل مؤشر داو جونز الصناعي لأسهم الشركات الأمريكية الكبرى،  58.69 نقطة عند الخروج، أو 0.64 في المئة ليصل إلى 9،137.86.	انخفض متوسط مؤشر داو جونز( الرقاقة الزرقاء )لأسهم الشركات الأمريكية الكبرى، 86.56 نقطة أو 0.94 في المئة ليصل إلى 9،109.99، بعد التخلي في وقت سابق عن أكثر من 1 في المئة.
MSRpar#SP350	3	صوت 425 عضومن مجلس النواب على اثنين  لإلغاء مشروع القانون، وهو الأول من 13 بندا ،والذي يجب على المؤتمر أن يمرره كل عام لتمويل الحكومة الاتحادية.	"مشروع القانون هو من بين أول 13 بندا ،الذي يجب على الكونجرس أن يمرره كل عام لتمويل الحكومة الاتحادية.
MSRpar#SP351	4.750	وافق نايت على عقد بقيمة 2.380.000 دولار لمدة عامين ،حيث اشتمل على توقيع منحة بقيمة 300،000 دولار .	"ذكرت (إسبن ) أن  الصفقة التي عقدها نايت لمدة عامين تبلغ قيمتها 2.380.000 دولار، بما في ذلك توقيع منحة بقيمة 300،000 دولار.
MSRpar#SP353	4.5	يتم تنفيذ العملية عادة في الثلث الثاني أو الثالث	يتم استخدام هذه التقنية خلال الثلث الثاني ،وأحيانا الثلث الثالث من الحمل.
MSRpar#SP354	2.75	ستبدأ شركات جديدة بالتداول في بورصة ناسداك اليوم تحت رموز مؤشرات الأسهم (بي ال ام أو ) و (بي اس ار سي ).	ستبدأ أسهم شركة (بالم سورس) التداول في سوق الأوراق المالية في بورصة ناسداك ، كجزء من الصفقة ،في الأربعاء تحت الرمز: (بي سي ار سي ).
MSRpar#SP355	2.2	يستعد كل من الأطفال ،البالغين، بائعي المكتبات وعمال البريد ل "هاري بوتر وجماعة العنقاء".	"إن الصناديق مليئة بالنسخ ذات الغلاف المقوى من" "هاري بوتر وجماعة العنقاء".
MSRpar#SP356	3	إلى جانب هامبتون ونيوبورت نيوز ،فإن أموال المنحة المخصصة لاختبار الماء توجد في يورك تاون، مقاطعة الملك جورج وشواطئ نورفولك وفيرجينيا .	المنحة أيضا  تمول اختبار ماء الشاطئ في مقاطعة كينغ جورج، ونورفولك وفيرجينيا بيتش.
MSRpar#SP357	2.4	هبط سهم شركة هاليبرتون 71 سنتا ،أو 3 في المئة، ليغلق عند 21.59 دولار ،في بورصة نيويورك للأوراق المالية بالأمس .	انخفض سهم شركة هاليبرتون 54 سنتا، أو 2.4 في المئة، ليصل إلى 21.76 دولار للسهم في التداولات النصفية في بورصة نيويورك.
MSRpar#SP358	3	قال: أن المهاجمين تركوا منشورات تدعو الموظفين في فندق عشتار شيراتون للتوقف عن العمل ،كما تطالب القوات الأميركية بمغادرة العراق.	قال :أن المهاجمين تركوا منشورات تدعو الموظفين في فندق عشتار شيراتون للتوقف عن العمل .
MSRpar#SP359	3	مع احتدام الدبلوماسية في الأزمة النووية المستمرة منذ 10 أشهر تقريبا، من المقررأن يقوم وزير الخارجية الصينى، لى تشاو شينغ ،بزيارة كوريا الجنوبية في الفترة من 13 إلى 15 أغسطس.	"مع احتدام الدبلوماسية في الأزمة المستمرة منذ 10 أشهر تقريبا، يقوم  وزير الخارجية الصينى، لي تشاو شينغ ، برحلة إلى اليابان يوم الأحد ، سيمر خلالها إلى كوريا الجنوبية في 13 أغسطس .
MSRpar#SP36	2.250	انتصرت قواعد السلام على الإبادة المضحكة في ولاية لويزيانا ديربي.	لكن ،لا هو ولا قواعد السلام يمكنها أن تبقي الإبادة المضحكة بعيدا من السحب.
MSRpar#SP361	2.588	يتمنى بوند بولز على بنك الاحتياطي الفيدرالي أن يدرك أن المخاطرتكمن في الضعف الاقتصادي.	"قال مجلس الاحتياط الاتحادي أيضا أن المخاطر التي يتعرض لها الاقتصاد تسير نحو الضعف.
MSRpar#SP362	3.6	قال حاكم الولاية جيمس مكجريفي : "هناك إمكانية حقيقية لانهيار الثانوية".	قال '' مكجريوى ": لم تكن  المنطقة المتضررة من المرآب بحالة مستقرة، مع احتمال حقيقي لانهيار الثانوية.
MSRpar#SP363	4.667	ضمن 97 بالمئة من الأصوات ، 68 في المئة من الناخبين صوتوا ب "لا" للضريبة ، في منتصف ليلة الأربعاء .	"مع 97 في المئة من إحصائيات الدوائر الانتخابية هذه الليلة، عارض 68 في المئة من الناخبين قانون الضرائب .
MSRpar#SP364	3.333	لم تحدد الحكومة رواد الفضاء - وهو مصطلح مأخوذ من '' تايكونج'' كلمة صينية تعود للفضاء – وتعني الذي سيسافر في مهمة ثانية.	"إن الحكومة لم تحدد ما هي (تايكونتس)- وهو مصطلح مأخوذ من (تايكونج) ،كلمة صينية تعني الفضاء.
MSRpar#SP366	3.333	من المتوقع أن يتم اليوم ترشيح وانتخاب غراهام  لولاية ثانية مدتها سنة واحدة ،وسيؤدي الخطاب الرئاسي.	كان من المتوقع أن يتم إعادة انتخاب غراهام لولاية ثانية مدتها سنة واحدة، وذلك في وقت لاحق من يوم الثلاثاء .
MSRpar#SP367	3	تابع البيان " أن هذه التغييرات قد تؤثر على عدد كبير من صفحات الويب الموجودة" .	وفقا لإشعار ( دبيليو 3 سي ):لا زالت "التغييرات لشركة آي إي""يمكن أن تؤثر على عدد كبير من صفحات الويب الموجودة".
MSRpar#SP368	2.25	قال الدكتور جيم يونغ، مفوض أونتاريو للسلامة العامة :"من الواضح أن الناس غير مرتاحين ".	قال الدكتور جيمس يونغ، مفوض أونتاريو للسلامة العامة :" نحن في أشد الاستيقاظ ".
MSRpar#SP369	2.5	تم إعطاء البعض الآخر نسخا من " ثورة الدكتور اتكينز في الحمية الجديدة "وقال لهم أن يتبعوها .	أعطى الباحثون نسخا من " "ثورة الدكتور اتكينز للحمية الجديدة " "إلى من توقفوا عن أكل  الكريوهيدرات.
MSRpar#SP37	3.5	اعترف واسكال بذنبه في تزوير الأوراق المالية ، وستتم محاكمته الأسبوع المقبل.	اعترف واسكال بذنبه بتهم التجارة الداخلية في العام الماضي، ومن المقرر محاكمته في 10 يونيو.
MSRpar#SP370	3.25	قال باربيني: أن الاتحاد قد توصل إلى حل وسط مع الولايات المتحدة ،لكنه يريد نظاما لوصف مثل هذه الأطعمة، شيء حارب المصنع هنا لأجله .	قال باربيني: يمكن للاتحاد الأوروبي التوصل إلى حل وسط ، لكنه يريد نظاما لوصف مثل هذه الأطعمة، شيء قامت الصناعة بمقاومته .
MSRpar#SP371	4	امتد الحريق بعدها إلى العديد من المباني المحيطة والممتلكات ودمرها .	امتد الحريق إلى العديد من المباني المحيطة والممتلكات ودمرها ، حيث أعاد النواب رجال الاطفاء.
MSRpar#SP372	4.5	المحامي الخاص بمغني الراب، مارك غان، لم يعد ثانية لإجراء المكالمات للتعليق.	"محامي مغني الراب البالغ من العمر 27 عاما (مارك غان ):لم يعد ثانية لإجراء المكالمات للتعليق عقب قضية مدنية .
MSRpar#SP38	3.500	قد سمح له بشوطين في سبعة أدوار، حيث سجل منها ستة.	أحرز زامبرانو سبعة أدوار، وسمح له بشوطين على خمسة إصابات وأربعة مشيا .
MSRpar#SP39	3.000	لا أزال، قال: "أنا واثق تماما أننا  قادمون إلى مشروع قانون".
MSRpar#SP4	3.4	وقال مجلس الإنجيلية الأمريكي والذي يمثل المحافظين الأسقفية، أنه سوف يطلب الإذن بإ نشاء مجموعة منفصلة	قال مجلس الإنجيلية الأمريكي والذي يمثل المحافظين الأسقفية، أنه سوف يطلب الإذن بإ نشاء مقاطعة منفصلة في أمريكا الشمالية بسبب أحداث الأسبوع الماضي.
MSRpar#SP40	3	قالت بوينج أنه من المتوقع أن يتم التوقيع خلال الأسابيع القليلة المقبلة على الاتفاق النهائي.	قال المتحدث باسم بوينغ بوب سالينج : من المتوقع أن يتم الانتهاء من الصفقة الكورية للطيران "" في الأسابيع المقبلة "
MSRpar#SP41	3.667	أغلقت الأسهم في شركةEDS يوم الخميس على 18،51 دولار، بمكسب نسبته 6 سنتات.	أغلقت الأسهم في شركة EDS يوم الخميس على 18،51 دولار، بزيادة  بنسبة 6 سنتات ،وذلك في سوق نيويورك للأوراق المالية.
MSRpar#SP42	1.667	سجلت المراكز الفدرالية لمراقبة الأمراض والوقاية منها ،على المستوى الوطني ،4,156 حالة غرب النيل، من ضمنها 284 حالة وفاة.	كان هناك 293 حالة إصابة بشرية غرب النيل في ولاية إنديانا في عام 2002، من ضمنها 11 حالة وفاة على مستوى الولاية.
MSRpar#SP43	3.6	قضت محكمة عليا منقسمة يوم الإثنين أن الكونغرس يمكنه أن يجبر المكتبات العامة في البلاد بتزويد أجهزة الكمبيوتر بمرشحات لمكافحة البرامج الإباحية .	قالت المحكمة العليا يوم الإثنين أن الحكومة بإمكانها أن تفرض على المكتبات العامة تزويد أجهزة الكمبيوتر بمرشحات لمكافحة المواد الإباحية. ولكن أمناء المكتبات ممن رفضوا هذا القانون اشتكوا من أن القانون يرقى للرقابة.
MSRpar#SP44	3.8	يكمن الضعف في الطريقة التي يقوم بها برنامج VBA ، ذلك بالاطلاع على خصائص الوثائق التي تم تمريرها إليه  عندما يتم فتح المستند من قبل التطبيق المضيف.	تكمن مشكلة عدم الحصانة في الطريقة الأساسية البصرية لبرنامج مايكروسوفت ،وذلك في خصائص التطبيقات القائمة على تدقيق المستند ،التي يتم تمريرها إليه عند فتح المستند.
MSRpar#SP45	3.4	من بين 24 مليون اتصال هاتفي للتصويت ، 50.28 في المئة كانت لستودارد،حيث وضعت له 130,000 صوتا قدما في ولاية أيكن.	من بين 24 مليون صوت تم الإدلاء به عن طريق الهاتف، كان لستودارد فقط 130,000 صوتا قدما في ولاية أيكن .
MSRpar#SP46	3.4	ما زال المستهلكون يتمنون الحصول على بطاقة ضمان من قبل من يديرالكابل وذلك لدمجهم في المجموعة.	بإمكان المستهلكين إدخال بطاقة الإتمان التي توفرها خدمة الكابل وذلك للاشتراك في مشاهدة التلفزيون .
MSRpar#SP47	3.8	ومع ذلك، فقد قررنا اختيار محرك الاتحاد الأوروبي باعتباره أفضل حل على الإطلاق ونتيجة للجهود الكبيرة المبذولة فيما يخص الأسعار .	ومع ذلك، قررنا اختيارمحرك الاتحاد الأوروبي باعتباره أفضل حل على الإطلاق .
MSRpar#SP48	2.8	رفضت إدارة الغذاء والدواء تطبيق شركة (ImClone) لعام 2001 لبيع دواء اربيتوكس، مشيرة إلى أن البحث غير مطابق للمواصفات.	رفضت إدارة الأغذية والدواء الأمريكية طلب شركة (ImClone) الأصلي في ديسمبر من عام 2001، قائلة أن المحاكمة قد تمت بإهمال .
MSRpar#SP50	4.4	فازفريق دودجرز بالمباراة السادسة على التوالي وهي أطول سلسلة فوز منذ عام 2001 ، حيث تغلبوا على فريق كولورادو، 3-2، وذلك يوم الأربعاء، أمام حشد من 25332 في ملعب دودجر.	فاز فريق دودجرز بالمباراة السادسة على التوالي والسابعة في آخر تسع مباريات لهم ، حيث تغلبوا على فريق كولورادو 3-2،وذلك يوم الأربعاء أمام حشد من 25332 في ملعب دودجر.
MSRpar#SP51	3.75	صرحت السلطات في تلك الدول أنها قد أجرت بحثها حت الآن في كل من بنسلفانيا وأوهايو وميشيغان، إلينوي وإنديانا.	بحثت السلطات أيضا مؤخرا في مناطق تابعة لكل من بنسلفانيا وأوهايو وإنديانا، وميتشيجان.
MSRpar#SP53	3.75	ادعى مقال في جريدة واشنطن بوست يوم الخميس أنه على الأرجح قد تم قطع 50 نقطة أساس من مجلس الاحتياط الاتحادي ، على عكس مسارمجلة وول ستريت.	ادعت يوم الخميس، جريدة بوست في مقال أنه على الأرجح قد تم  خفض 50 نقطة أساس من مجلس الاحتياط الاتحادي
MSRpar#SP54	2.25	يواجه السيد هيتلي، الذي تعرض لكسر في الفك وتمزق في أربطة الركبة ، عدة تهم.	وجد هيتلي الذي خضع لعملية جراحية يوم السبت بسبب كسر في الفك وتصوير بالرنين المغناطيسي ،اثنين من الأربطة الممزقة في ركبته اليمنى.
MSRpar#SP55	3.8	احتج لاي بأن تسليم الوثائق سيكون انتهاكا لحقوق التعديل الخامسة له ضد تجريم الذات.	رفض لاي تسليم الأوراق، مؤكدا على حق التعديل الخامس له ضد تجريم الذات.
MSRpar#SP56	3.2	قال ستراي هورن إنها المرة الأولى في تاريخ ولاية تكساس ، بأن لا يصدق المراقب المالي على قانون الاعتمادات.	قال ستراي هورن في بيان صحفي الخميس :كانت هذه المرة الأولى بأن  يرفض المراقب المالي الميزانية.
MSRpar#SP57	3.8	إذا استثنينا الرسوم والمحللين في المعدل ، نتوقع خسارة قدرها 11 سنتا للسهم الواحد.	توقعت أن تجد تحليلات شركة طومسون فاينانشال فيرست كول خسائر بنحو 11 سنتا للسهم من العمليات المستمرة.
MSRpar#SP58	4.8	حذر خبراء الأمن من انتشار واسع لدودة الشامل البريدية عبر شبكة الإنترنت، والتي تتمثل في بعض الأحيان كأنها بريد إلكتروني من مؤسس شركة مايكروسوفت.	قال مكافحو الفيروسات يوم  الإثنين "دودة جديدة تنتشر بشكل سريع عبر الإنترنت، وتظهر في بعض الأحيان على أنها بريد إلكتروني من رئيس شركة مايكروسوفت بيل غيتس.
MSRpar#SP59	4	قال السيد سهل أن الشرطة تعرفت على سبع جثث من الخلية المكونة من 14 ، وتعتقد أنهم قاموا بتنفيذ الخمس هجمات في وقت واحد تقريبا يوم السبت.	"قال أن الشرطة تعرفت على سبع جثث من 14 شخص قامو بالتفجيرات ، حيث شنوا خمس غارات في وقت واحد تقريبا ليلة الجمعة.
MSRpar#SP6	1.333	ارتفعت أسهم أمجين 93 سنتا أو 1.45 في المئة  لتصل الى 65.05  دولار  في المداولات بعد ظهر اليوم في بورصة ناسداك .	ارتفعت أسهم ألرغن 14 سنتا  لتصل إلى 78.40  دولارفي وقت متأخر من التداول في سوق نيويورك للأوراق المالية.
MSRpar#SP60	1.400	فقط نيو جيرسي تحظر الآن على حاملي تصاريح المتعلمين أو تراخيص متوسطة من استخدام الهواتف المحمولة، وأجهزة النداء الآلي أو أجهزة لاسلكية أخرى أثناء القيادة.	إضافة إلى ذلك، أوصت هيئة سلامة النقل الأمريكية أيضا إلى NHTSA ،بأن تشريعات الدولة يجب أن تسن لمنع حاملي تصاريح المتعلمين والتراخيص المتوسطة  من استخدام الهواتف النقالة أثناء القيادة.
MSRpar#SP61	4.200	أصدرت جامعة ميشيغان اليوم سياسة قبول جديدة ،بعد أن رفضت المحكمة العليا للولايات المتحدة في حزيران الطريقة المعتمدة سابقا للجامعيين.	"تخطط جامعة ميشيغان لإطلاق سياية قبول جديدة للجامعيين يوم الخميس ،بعد أن رفضت المحكمة العليا في الولايات المتحدة في حزيران متطلبات القبول .
MSRpar#SP62	1.8	يظهر شريط صوتي بث الأسبوع الماضي من قبل شبكة التلفزيون العربية قناة الجزيرة أن تكون محاولة للتحريض على الهجمات.	تسجيل صوتي بث الأسبوع الماضي من قبل شبكة التلفزيون العربية قناة الجزيرة، قد يكون أقوى دليل حتى الآن على أن صدام تعايش مع الحرب.
MSRpar#SP63	4.2	أقر المسؤول المالي السابق رئيس الشركة  فرانكلين بيرجونزي بأنه مذنب في تهمة مؤامرة واحدة  يوم 5 يونيو،حيث وافق على التعاون مع ممثلي الادعاء.	في الأسبوع الماضي، اعترف الأسبوع الماضي المدير المالي السابق فرانكلين بيرجونزي أنه مذنب في تهمة مؤامرة واحدة ،و وافق على التعاون مع التحقيق الذي تجريه الحكومة.
MSRpar#SP64	2	لم تعط الشركة أي تفاصيل تخص تكاليف الاستبدال والتصليح.	لكن مسؤولي الشركة يتوقعون أن تصل تكاليف أعمال الاستبدال إلى ملايين الدولارات.
MSRpar#SP65	2.6	قال دين للصحفيين المسافرين على متن  رحلته المدينة -10 " صيف بلا نوم " أنه يعتبر الدعاية الانتخابية في ولاية تكساس تحديا.	أنهى دين اليوم، يومه الرابع من رحلته ، المدينة -10"صيف بلا نوم "، " في شيكاغو ونيويورك.
MSRpar#SP66	3.25	قالت :"شعرت أنني لو اختلف مع روزي كثيرا سوف أخسر وظيفتي."،	"قال كافندر:" "شعرت أنني سوف أخسر وظيفتي لو اختلفت مع روزي كثيرا"
MSRpar#SP68	3	تراجع الدولارمقابل اليورو إلى أقل من 1.1624 دولار بعد أن كان 1.1486 دولاريوم الجمعة، وتم تداوله بسعر  1.1594  دولار في تمام الساعة 10:15 صباحا في لندن.	"انخفض الدولارمقابل اليوروإلى 1.1564 دولار بعد أن كان  1.1486 دولار وذلك في تمام الساعة 7:30 من صباح يوم الجمعة.
MSRpar#SP69	3.750	أثار القرار الأمريكي ردود فعل غاضبة من المفوضية الأوروبية، التي وصفت الخطوة بأنها "لا مبرر لها من الناحية القانونية، لا أساس لها من الناحية الاقتصادية وغير نافعة سياسيا".
MSRpar#SP7	4.6	اعتقلت النيابة العامة للولايات المتحدة أكثر من 130شخصا  وضبطت أكثر من 17 مليون  دولار في حملة مستمرة على الاحتيال  والفساد على الإنترنت .	تم اعتقال أكثر من 130 شخصا وما قيمته 17 مليونا من الممتلكات التي تم الاستيلاء عليها عن طريق الاحتيال على الإنترنت يوم الجمعة من قبل ثلاث وكالات تابعة للحكومة الأمريكية.
MSRpar#SP70	4.25	غادرت السيدة كريبس بروك يوم الجمعة الماضي، بعد يومين من تقديم  الإدارة خطة لتوزيع الماريجوانا الطبية على عيادات الأطباء.	تركت مديرة مكتب التزويد الطبي، سيندي كريبس-بروك ، وظيفتها بعد أن عرضت الإدارة خطة لتوزيع الماريجوانا على عيادات الأطباء.
MSRpar#SP71	4.75	قال مورنغثاو :خلال عامي 2001 و 2002، بلغ مجموع الحوالات من أربعة حسابات فقط من أصل 40 حساب لبيكون هيل أكثر من 3.2 مليار دولار	قال مورغنثاو: "بلغت التحويلات المصرفية لبيكون هيل من سنة 2001 إلى سنة 2002 وذلك ضمن أربعة حسابات من أصل 40 حساب مفتوح أكثر من 3.2 ملياردولار.
MSRpar#SP72	3.25	قام في العام الماضي، بمحاولة غير ناجحة للفوز بترشيح الحزب الديمقراطي لمنصب حاكم.	"أسرع في العام الماضي للفوز بترشيح الحزب الديمقراطي لمنصب حاكم ولاية تكساس، لكنه خسر الانتخابات التمهيدية لصالح المليونيرتوني سانشيز.
MSRpar#SP73	3.750	بلغ أكبر موزع في البلاد ،أضخم 100 شركة موردة له ،البدء في استخدام البطاقات الإلكترونية على جميع مستودعات البضائع ابتداء من 25 يناير 2005.	بلغ وول مارت أفضل100شركة ممن يوردون له ،أنهم سيحتاجون في المستقبل إلى أنظمة هوية التردد الراديوي في أمكان تواجد مستودعات البضائع، عبر سلسلة التوريد وذلك قبل 25 يناير 2005.
MSRpar#SP74	3.250	تم اقتياده إلى المستشفى  احتياطا لإجراء أشعة سينية على عنقه.	تم أخذ هارفي إلى مستشفى القديس لوقا احتياطا لعمل أشعة سينية لعنقه، والتي كانت نتيجتها سلبية.
MSRpar#SP75	3.800	أعرب موراليس خلال الجلسة عن "تأسفه الخالص وندمه" على أفعاله.
MSRpar#SP76	5	ينص القانون على أن المرأة التي تخضع لمثل عمليات الإجهاض لا يمكن أن تحاكم.	المرأة التي تخضع  لمثل عمليات الإجهاض لا يمكن أن تحاكم بموجب مشروع القانون.
MSRpar#SP77	3.6	حكم قاضي الولايات المتحدة القاضي ادموند سارجوس ،أن الشركة التي مقرها أكرون، يجب أن تحدد أن التغيرات في أحد مصانعها من شأنه أن يزيد من انبعاثات التلوث بشكل عام.	يجب على  شركة فيرست انرجي أن تقول بأن تحديث أحد مصانعها من شأنه أن تزيد انبعاثات التلوث الشاملة، هذا ما حكم به قاضي الولايات المتحدة القاضي ادموند سارجوس يوم الخميس.
MSRpar#SP78	3.8	قال جالفين :تمت زيارة موقع المستكشف 65 مليون مرة منذ بدء العمل به.	تمت زيارة موقع المستكشف أكثر من 65 مليون مرة من قبل مستخدمي الإنترنت ،إلى يوم الأحد 21 سبتمبر .
MSRpar#SP79	2	هناك 103 ديموقراطيا  ، و 47 جمهوريا في المجلس .	هيمن الديمقراطيون على الجمعية العامة ،في حين سيطر الجمهوريون على  مجلس الشيوخ.
MSRpar#SP8	3.8	وقال تشافيز أن المحققين يشعرون بالارتياح أنهم قد حققوا " على الأقل السيطرة على واحد من الحرائق حل في هذا الصدد.	قال رئيس بلدية البوكيرك مارتن شافيز أن المحققين أحسوا بارتياح بأنه بالرغم من الاعتقالات عندهم "واحد على الأقل من الحرائق تم إخمادها"
MSRpar#SP80	3.4	قال بولارد: "هذه مأساة شخصية رهيبة وضربة صادمة لأسرة جيمس.	قال نيك بولارد، رئيس قناة سكاي نيوز:" "هذه ضربة صادمة لأسرة جيمس.
